保养ID,车型,行驶里程(km),保养项目,保养时间,上次保养里程(km)
S331,丰田凯美瑞,111734,刹车油+冷却液更换,2024-12-31 12:28,101734
S332,大众帕萨特,53253,机油+机滤+空气滤芯更换,2025-08-11 10:35,48253
S333,本田CR-V,32629,变速箱油+刹车油更换,2024-02-26 13:20,22629
S334,比亚迪宋PLUS,42415,全车检查+空调滤芯更换,2024-11-24 10:59,37415
S335,宝马5系,35698,大保养(机油+三滤+正时皮带),2024-08-18 16:28,25698
S336,奥迪Q5L,92518,机油+机滤+火花塞更换,2025-02-01 10:10,87518
S337,福特锐界,137599,刹车油+刹车片+轮胎更换,2025-03-25 16:28,127599
S338,吉利博越,134471,机油+机滤+燃油滤芯更换,2024-09-05 15:12,129471
S339,长城魏派VV7,142149,变速箱油+空调滤芯更换,2024-10-21 11:36,132149
S340,奔驰E级,32793,大保养(机油+三滤+刹车油),2024-03-13 09:35,22793
S341,丰田卡罗拉,111493,机油+机滤更换,2025-04-09 17:02,106493
S342,大众朗逸,102526,空调滤芯+空气滤芯更换,2024-02-02 15:35,92526
S343,本田思域,41959,变速箱油更换,2024-05-27 11:39,31959
S344,比亚迪汉,140592,全车检查+轮胎换位,2025-10-31 11:33,130592
S345,宝马3系,143910,大保养(机油+三滤+刹车油),2024-04-04 17:14,133910
S346,福特蒙迪欧,39510,刹车油+刹车片更换,2025-12-01 16:10,29510
S347,吉利星越L,47728,机油+机滤+空调滤芯更换,2025-08-17 11:27,42728
S348,奥迪A4L,40718,变速箱油+火花塞更换,2025-04-19 15:59,30718
S349,长城哈弗H6,110752,空气滤芯+燃油滤芯更换,2024-08-27 08:20,105752
S350,奔驰C级,46520,大保养(机油+三滤+变速箱油),2025-11-18 11:01,36520
S351,丰田凯美瑞,35843,刹车油+冷却液更换,2024-04-23 12:43,25843
S352,大众帕萨特,31782,机油+机滤+空气滤芯更换,2025-06-17 09:22,26782
S353,本田CR-V,66646,变速箱油+刹车油更换,2025-10-07 11:29,56646
S354,比亚迪宋PLUS,119233,全车检查+空调滤芯更换,2025-04-14 16:34,114233
S355,宝马5系,145475,大保养(机油+三滤+正时皮带),2025-01-04 09:24,135475
S356,奥迪Q5L,41395,机油+机滤+火花塞更换,2024-04-27 12:23,36395
S357,福特锐界,111096,刹车油+刹车片+轮胎更换,2025-01-18 09:37,101096
S358,吉利博越,83417,机油+机滤+燃油滤芯更换,2024-06-29 15:37,78417
S359,长城魏派VV7,63269,变速箱油+空调滤芯更换,2024-06-17 15:51,53269
S360,奔驰E级,107533,大保养(机油+三滤+刹车油),2025-12-20 15:31,97533
S361,丰田卡罗拉,145418,机油+机滤更换,2025-03-17 11:43,140418
S362,大众朗逸,48370,空调滤芯+空气滤芯更换,2025-09-17 10:35,38370
S363,本田思域,93801,变速箱油更换,2024-06-02 08:11,83801
S364,比亚迪汉,38315,全车检查+轮胎换位,2024-12-13 15:15,28315
S365,宝马3系,138177,大保养(机油+三滤+刹车油),2024-01-14 11:37,128177
S366,福特蒙迪欧,126376,刹车油+刹车片更换,2024-07-15 11:46,116376
S367,吉利星越L,97719,机油+机滤+空调滤芯更换,2025-06-09 15:43,92719
S368,奥迪A4L,29097,变速箱油+火花塞更换,2024-03-12 13:07,19097
S369,长城哈弗H6,78530,空气滤芯+燃油滤芯更换,2024-09-18 15:18,73530
S370,奔驰C级,37142,大保养(机油+三滤+变速箱油),2025-08-23 14:47,27142
S371,丰田凯美瑞,63422,刹车油+冷却液更换,2025-02-23 10:55,53422
S372,大众帕萨特,118055,机油+机滤+空气滤芯更换,2025-06-16 13:30,113055
S373,本田CR-V,29128,变速箱油+刹车油更换,2024-05-28 11:37,19128
S374,比亚迪宋PLUS,31274,全车检查+空调滤芯更换,2024-10-30 17:10,26274
S375,宝马5系,148146,大保养(机油+三滤+正时皮带),2025-11-13 15:23,138146
S376,奥迪Q5L,113551,机油+机滤+火花塞更换,2025-11-09 17:39,108551
S377,福特锐界,90668,刹车油+刹车片+轮胎更换,2025-10-23 12:13,80668
S378,吉利博越,102325,机油+机滤+燃油滤芯更换,2024-01-19 16:43,97325
S379,长城魏派VV7,41520,变速箱油+空调滤芯更换,2025-12-03 15:49,31520
S380,奔驰E级,50454,大保养(机油+三滤+刹车油),2024-10-10 10:44,40454
S381,丰田卡罗拉,119652,机油+机滤更换,2025-07-16 14:05,114652
S382,大众朗逸,110386,空调滤芯+空气滤芯更换,2025-10-05 12:51,100386
S383,本田思域,90299,变速箱油更换,2025-10-21 17:24,80299
S384,比亚迪汉,115430,全车检查+轮胎换位,2024-03-14 12:14,105430
S385,宝马3系,127527,大保养(机油+三滤+刹车油),2024-09-26 16:18,117527
S386,福特蒙迪欧,63375,刹车油+刹车片更换,2024-09-15 13:31,53375
S387,吉利星越L,142663,机油+机滤+空调滤芯更换,2025-03-22 14:15,137663
S388,奥迪A4L,26992,变速箱油+火花塞更换,2025-01-16 16:35,16992
S389,长城哈弗H6,101677,空气滤芯+燃油滤芯更换,2024-01-29 16:23,96677
S390,奔驰C级,117151,大保养(机油+三滤+变速箱油),2025-03-28 11:54,107151
S391,丰田凯美瑞,89385,刹车油+冷却液更换,2024-11-28 12:56,79385
S392,大众帕萨特,97228,机油+机滤+空气滤芯更换,2024-04-28 17:16,92228
S393,本田CR-V,72584,变速箱油+刹车油更换,2025-08-23 08:21,62584
S394,比亚迪宋PLUS,26997,全车检查+空调滤芯更换,2024-10-27 15:20,21997
S395,宝马5系,79714,大保养(机油+三滤+正时皮带),2025-12-30 10:03,69714
S396,奥迪Q5L,80855,机油+机滤+火花塞更换,2024-09-09 12:25,75855
S397,福特锐界,100788,刹车油+刹车片+轮胎更换,2025-04-25 15:47,90788
S398,吉利博越,27444,机油+机滤+燃油滤芯更换,2025-01-16 11:10,22444
S399,长城魏派VV7,113055,变速箱油+空调滤芯更换,2024-06-01 15:21,103055
S400,奔驰E级,20090,大保养(机油+三滤+刹车油),2024-02-09 10:22,10090
S401,丰田卡罗拉,117325,机油+机滤更换,2025-04-20 16:48,112325
S402,大众朗逸,103152,空调滤芯+空气滤芯更换,2025-10-24 09:55,93152
S403,本田思域,75730,变速箱油更换,2025-03-23 13:04,65730
S404,比亚迪汉,111432,全车检查+轮胎换位,2024-01-17 15:38,101432
S405,宝马3系,34366,大保养(机油+三滤+刹车油),2025-12-02 08:47,24366
S406,福特蒙迪欧,47102,刹车油+刹车片更换,2024-09-19 16:54,37102
S407,吉利星越L,129039,机油+机滤+空调滤芯更换,2024-12-27 17:08,124039
S408,奥迪A4L,126517,变速箱油+火花塞更换,2024-04-05 08:34,116517
S409,长城哈弗H6,50630,空气滤芯+燃油滤芯更换,2024-12-27 16:04,45630
S410,奔驰C级,123497,大保养(机油+三滤+变速箱油),2024-02-08 09:48,113497
S411,丰田凯美瑞,102983,刹车油+冷却液更换,2024-11-28 16:38,92983
S412,大众帕萨特,113534,机油+机滤+空气滤芯更换,2025-05-08 17:25,108534
S413,本田CR-V,28931,变速箱油+刹车油更换,2024-08-25 08:19,18931
S414,比亚迪宋PLUS,77660,全车检查+空调滤芯更换,2024-11-12 10:55,72660
S415,宝马5系,51704,大保养(机油+三滤+正时皮带),2024-04-11 09:14,41704
S416,奥迪Q5L,34810,机油+机滤+火花塞更换,2024-08-25 10:11,29810
S417,福特锐界,69700,刹车油+刹车片+轮胎更换,2025-12-16 10:18,59700
S418,吉利博越,101821,机油+机滤+燃油滤芯更换,2024-11-22 17:20,96821
S419,长城魏派VV7,31283,变速箱油+空调滤芯更换,2024-05-07 09:17,21283
S420,奔驰E级,106532,大保养(机油+三滤+刹车油),2024-06-21 15:34,96532
S421,丰田卡罗拉,48265,机油+机滤更换,2025-02-04 10:42,43265
S422,大众朗逸,21138,空调滤芯+空气滤芯更换,2024-04-03 13:48,11138
S423,本田思域,61651,变速箱油更换,2025-08-04 09:59,51651
S424,比亚迪汉,28395,全车检查+轮胎换位,2025-04-08 15:29,18395
S425,宝马3系,50475,大保养(机油+三滤+刹车油),2024-03-30 13:52,40475
S426,福特蒙迪欧,53702,刹车油+刹车片更换,2024-01-02 12:25,43702
S427,吉利星越L,65396,机油+机滤+空调滤芯更换,2025-02-05 15:18,60396
S428,奥迪A4L,75365,变速箱油+火花塞更换,2024-12-26 08:06,65365
S429,长城哈弗H6,57984,空气滤芯+燃油滤芯更换,2024-10-30 14:50,52984
S430,奔驰C级,48959,大保养(机油+三滤+变速箱油),2024-10-25 08:57,38959
S431,丰田凯美瑞,31276,刹车油+冷却液更换,2024-05-13 13:33,21276
S432,大众帕萨特,22022,机油+机滤+空气滤芯更换,2024-11-10 11:32,17022
S433,本田CR-V,37847,变速箱油+刹车油更换,2024-07-28 16:00,27847
S434,比亚迪宋PLUS,27145,全车检查+空调滤芯更换,2025-01-03 13:51,22145
S435,宝马5系,32051,大保养(机油+三滤+正时皮带),2025-10-18 16:59,22051
S436,奥迪Q5L,55970,机油+机滤+火花塞更换,2025-07-22 14:37,50970
S437,福特锐界,88199,刹车油+刹车片+轮胎更换,2024-04-30 09:09,78199
S438,吉利博越,66781,机油+机滤+燃油滤芯更换,2024-01-29 13:09,61781
S439,长城魏派VV7,146909,变速箱油+空调滤芯更换,2024-11-13 17:48,136909
S440,奔驰E级,95589,大保养(机油+三滤+刹车油),2024-11-21 09:18,85589
S441,丰田卡罗拉,141404,机油+机滤更换,2024-11-16 11:19,136404
S442,大众朗逸,97781,空调滤芯+空气滤芯更换,2024-01-23 15:10,87781
S443,本田思域,118158,变速箱油更换,2024-03-10 15:24,108158
S444,比亚迪汉,124251,全车检查+轮胎换位,2024-11-21 16:37,114251
S445,宝马3系,74979,大保养(机油+三滤+刹车油),2025-06-01 14:49,64979
S446,福特蒙迪欧,88233,刹车油+刹车片更换,2025-05-27 14:21,78233
S447,吉利星越L,28387,机油+机滤+空调滤芯更换,2024-10-21 17:23,23387
S448,奥迪A4L,89288,变速箱油+火花塞更换,2024-05-05 12:02,79288
S449,长城哈弗H6,39038,空气滤芯+燃油滤芯更换,2025-03-21 15:40,34038
S450,奔驰C级,124270,大保养(机油+三滤+变速箱油),2025-06-09 15:18,114270
S451,丰田凯美瑞,63881,刹车油+冷却液更换,2025-10-18 10:39,53881
S452,大众帕萨特,35172,机油+机滤+空气滤芯更换,2025-10-11 16:19,30172
S453,本田CR-V,28203,变速箱油+刹车油更换,2024-12-06 12:32,18203
S454,比亚迪宋PLUS,80442,全车检查+空调滤芯更换,2024-09-13 13:57,75442
S455,宝马5系,147814,大保养(机油+三滤+正时皮带),2025-04-20 14:18,137814
S456,奥迪Q5L,145585,机油+机滤+火花塞更换,2025-12-05 11:14,140585
S457,福特锐界,77000,刹车油+刹车片+轮胎更换,2025-10-18 08:16,67000
S458,吉利博越,28634,机油+机滤+燃油滤芯更换,2024-02-07 11:32,23634
S459,长城魏派VV7,24266,变速箱油+空调滤芯更换,2025-09-08 09:34,14266
S460,奔驰E级,131190,大保养(机油+三滤+刹车油),2025-03-02 08:19,121190
S461,丰田卡罗拉,89623,机油+机滤更换,2024-03-16 09:54,84623
S462,大众朗逸,96469,空调滤芯+空气滤芯更换,2024-03-14 08:22,86469
S463,本田思域,57107,变速箱油更换,2024-12-21 16:54,47107
S464,比亚迪汉,103376,全车检查+轮胎换位,2025-10-22 09:17,93376
S465,宝马3系,123772,大保养(机油+三滤+刹车油),2025-10-14 08:22,113772
S466,福特蒙迪欧,54816,刹车油+刹车片更换,2024-01-16 13:40,44816
S467,吉利星越L,104020,机油+机滤+空调滤芯更换,2024-05-09 16:11,99020
S468,奥迪A4L,88481,变速箱油+火花塞更换,2024-01-03 16:26,78481
S469,长城哈弗H6,55335,空气滤芯+燃油滤芯更换,2025-09-12 11:40,50335
S470,奔驰C级,81600,大保养(机油+三滤+变速箱油),2024-04-12 17:01,71600
S471,丰田凯美瑞,38434,刹车油+冷却液更换,2025-11-08 14:36,28434
S472,大众帕萨特,109195,机油+机滤+空气滤芯更换,2024-01-31 14:36,104195
S473,本田CR-V,128641,变速箱油+刹车油更换,2025-03-29 17:29,118641
S474,比亚迪宋PLUS,40985,全车检查+空调滤芯更换,2025-07-25 12:08,35985
S475,宝马5系,72993,大保养(机油+三滤+正时皮带),2024-04-09 16:31,62993
S476,奥迪Q5L,142699,机油+机滤+火花塞更换,2024-01-02 13:55,137699
S477,福特锐界,61896,刹车油+刹车片+轮胎更换,2025-06-09 10:24,51896
S478,吉利博越,85605,机油+机滤+燃油滤芯更换,2025-11-12 14:05,80605
S479,长城魏派VV7,99574,变速箱油+空调滤芯更换,2025-11-16 17:35,89574
S480,奔驰E级,145944,大保养(机油+三滤+刹车油),2025-02-07 11:27,135944
S481,丰田卡罗拉,113897,机油+机滤更换,2024-08-30 15:54,108897
S482,大众朗逸,128309,空调滤芯+空气滤芯更换,2024-01-18 11:19,118309
S483,本田思域,69554,变速箱油更换,2025-11-12 16:51,59554
S484,比亚迪汉,110258,全车检查+轮胎换位,2025-01-20 14:54,100258
S485,宝马3系,63555,大保养(机油+三滤+刹车油),2024-01-23 16:22,53555
S486,福特蒙迪欧,134707,刹车油+刹车片更换,2025-09-22 13:52,124707
S487,吉利星越L,88129,机油+机滤+空调滤芯更换,2024-04-16 11:38,83129
S488,奥迪A4L,134085,变速箱油+火花塞更换,2025-06-08 11:03,124085
S489,长城哈弗H6,62407,空气滤芯+燃油滤芯更换,2024-10-03 12:28,57407
S490,奔驰C级,114605,大保养(机油+三滤+变速箱油),2024-05-20 17:40,104605
S491,丰田凯美瑞,21213,刹车油+冷却液更换,2024-11-24 09:29,11213
S492,大众帕萨特,81680,机油+机滤+空气滤芯更换,2025-06-22 10:49,76680
S493,本田CR-V,55500,变速箱油+刹车油更换,2024-10-27 14:53,45500
S494,比亚迪宋PLUS,129992,全车检查+空调滤芯更换,2024-12-19 12:48,124992
S495,宝马5系,102952,大保养(机油+三滤+正时皮带),2024-07-25 14:41,92952
S496,奥迪Q5L,112595,机油+机滤+火花塞更换,2024-08-27 10:52,107595
S497,福特锐界,67663,刹车油+刹车片+轮胎更换,2025-05-06 11:24,57663
S498,吉利博越,25722,机油+机滤+燃油滤芯更换,2025-03-19 15:18,20722
S499,长城魏派VV7,77432,变速箱油+空调滤芯更换,2024-11-01 14:40,67432
S500,奔驰E级,92971,大保养(机油+三滤+刹车油),2024-03-24 08:40,82971
S501,丰田卡罗拉,44867,机油+机滤更换,2024-09-11 12:22,39867
S502,大众朗逸,88605,空调滤芯+空气滤芯更换,2025-09-27 10:07,78605
S503,本田思域,79925,变速箱油更换,2025-04-24 14:26,69925
S504,比亚迪汉,107739,全车检查+轮胎换位,2024-11-26 10:13,97739
S505,宝马3系,112708,大保养(机油+三滤+刹车油),2024-09-02 09:24,102708
S506,福特蒙迪欧,23467,刹车油+刹车片更换,2024-04-04 17:06,13467
S507,吉利星越L,55747,机油+机滤+空调滤芯更换,2025-12-21 10:26,50747
S508,奥迪A4L,71560,变速箱油+火花塞更换,2025-02-25 15:22,61560
S509,长城哈弗H6,62072,空气滤芯+燃油滤芯更换,2024-10-01 14:44,57072
S510,奔驰C级,43225,大保养(机油+三滤+变速箱油),2025-06-10 15:11,33225
S511,丰田凯美瑞,149504,刹车油+冷却液更换,2024-11-02 17:22,139504
S512,大众帕萨特,47343,机油+机滤+空气滤芯更换,2024-09-28 12:13,42343
S513,本田CR-V,95278,变速箱油+刹车油更换,2024-07-16 08:09,85278
S514,比亚迪宋PLUS,125793,全车检查+空调滤芯更换,2024-08-09 15:40,120793
S515,宝马5系,138717,大保养(机油+三滤+正时皮带),2024-12-22 09:51,128717
S516,奥迪Q5L,28363,机油+机滤+火花塞更换,2024-03-14 11:04,23363
S517,福特锐界,54812,刹车油+刹车片+轮胎更换,2025-06-13 17:39,44812
S518,吉利博越,63209,机油+机滤+燃油滤芯更换,2024-05-23 08:16,58209
S519,长城魏派VV7,93256,变速箱油+空调滤芯更换,2025-07-19 17:33,83256
S520,奔驰E级,115842,大保养(机油+三滤+刹车油),2024-02-03 16:39,105842
S521,丰田卡罗拉,59306,机油+机滤更换,2025-05-20 08:59,54306
S522,大众朗逸,63299,空调滤芯+空气滤芯更换,2025-07-22 09:29,53299
S523,本田思域,111459,变速箱油更换,2025-05-17 10:59,101459
S524,比亚迪汉,85229,全车检查+轮胎换位,2024-02-28 14:08,75229
S525,宝马3系,124566,大保养(机油+三滤+刹车油),2024-08-07 09:16,114566
S526,福特蒙迪欧,119238,刹车油+刹车片更换,2025-03-12 11:56,109238
S527,吉利星越L,78125,机油+机滤+空调滤芯更换,2025-04-19 10:28,73125
S528,奥迪A4L,130568,变速箱油+火花塞更换,2025-09-11 11:37,120568
S529,长城哈弗H6,80729,空气滤芯+燃油滤芯更换,2025-03-23 12:21,75729
S530,奔驰C级,99264,大保养(机油+三滤+变速箱油),2024-08-17 16:42,89264
S531,丰田凯美瑞,94477,刹车油+冷却液更换,2025-01-31 10:09,84477
S532,大众帕萨特,137205,机油+机滤+空气滤芯更换,2025-12-26 17:33,132205
S533,本田CR-V,82263,变速箱油+刹车油更换,2024-07-27 12:37,72263
S534,比亚迪宋PLUS,72015,全车检查+空调滤芯更换,2025-10-22 13:13,67015
S535,宝马5系,34176,大保养(机油+三滤+正时皮带),2025-10-08 12:26,24176
S536,奥迪Q5L,135727,机油+机滤+火花塞更换,2024-10-10 13:09,130727
S537,福特锐界,144774,刹车油+刹车片+轮胎更换,2024-08-21 17:21,134774
S538,吉利博越,26072,机油+机滤+燃油滤芯更换,2025-03-07 14:49,21072
S539,长城魏派VV7,68983,变速箱油+空调滤芯更换,2025-05-31 09:20,58983
S540,奔驰E级,97511,大保养(机油+三滤+刹车油),2024-12-17 11:44,87511
S541,丰田卡罗拉,88482,机油+机滤更换,2024-03-09 13:29,83482
S542,大众朗逸,140668,空调滤芯+空气滤芯更换,2024-01-01 15:20,130668
S543,本田思域,87488,变速箱油更换,2024-03-28 15:19,77488
S544,比亚迪汉,80657,全车检查+轮胎换位,2024-04-25 08:00,70657
S545,宝马3系,122149,大保养(机油+三滤+刹车油),2024-07-06 12:02,112149
S546,福特蒙迪欧,22008,刹车油+刹车片更换,2025-09-12 16:06,12008
S547,吉利星越L,76375,机油+机滤+空调滤芯更换,2024-06-26 13:34,71375
S548,奥迪A4L,127673,变速箱油+火花塞更换,2025-09-23 11:51,117673
S549,长城哈弗H6,52758,空气滤芯+燃油滤芯更换,2025-04-28 12:37,47758
S550,奔驰C级,91755,大保养(机油+三滤+变速箱油),2024-07-01 12:09,81755
S551,丰田凯美瑞,62775,刹车油+冷却液更换,2025-05-15 08:20,52775
S552,大众帕萨特,82735,机油+机滤+空气滤芯更换,2025-12-05 14:00,77735
S553,本田CR-V,92073,变速箱油+刹车油更换,2024-12-31 08:24,82073
S554,比亚迪宋PLUS,106140,全车检查+空调滤芯更换,2025-01-13 10:47,101140
S555,宝马5系,77526,大保养(机油+三滤+正时皮带),2025-11-21 08:11,67526
S556,奥迪Q5L,86747,机油+机滤+火花塞更换,2024-02-19 12:06,81747
S557,福特锐界,141794,刹车油+刹车片+轮胎更换,2024-02-20 08:35,131794
S558,吉利博越,73060,机油+机滤+燃油滤芯更换,2025-03-20 14:25,68060
S559,长城魏派VV7,145614,变速箱油+空调滤芯更换,2025-02-21 11:23,135614
S560,奔驰E级,62580,大保养(机油+三滤+刹车油),2024-01-10 17:02,52580
S561,丰田卡罗拉,51510,机油+机滤更换,2025-08-21 13:50,46510
S562,大众朗逸,107538,空调滤芯+空气滤芯更换,2025-04-28 09:40,97538
S563,本田思域,51902,变速箱油更换,2024-07-31 12:44,41902
S564,比亚迪汉,91954,全车检查+轮胎换位,2024-12-19 13:00,81954
S565,宝马3系,82963,大保养(机油+三滤+刹车油),2025-09-17 16:21,72963
