故障ID,故障代码,故障现象,车型,行驶里程(km),故障发生时间
F334,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,107883,2025-03-11 17:27
F335,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,79306,2024-08-01 15:59
F336,B0200,右前安全气囊传感器故障,奥迪Q5L,96762,2024-04-22 09:44
F337,P0606,ECM内部控制模块处理器故障,福特锐界,105059,2025-08-07 17:59
F338,C0051,右后轮速传感器电路故障,吉利博越,141351,2024-01-04 08:16
F339,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,46796,2025-10-28 17:49
F340,P0113,进气温度传感器电压高,奔驰E级,134730,2025-08-04 17:30
F341,P0301,1缸失火，发动机抖动,丰田卡罗拉,92230,2025-09-21 09:05
F342,C0045,右前轮速传感器故障,大众朗逸,147024,2025-04-11 14:30
F343,P0171,燃油系统过稀,本田思域,87166,2024-05-01 11:15
F344,B1234,空调压缩机不工作,比亚迪汉,130808,2024-06-21 13:15
F345,P0420,催化转化器效率低,宝马3系,52446,2024-11-17 17:39
F346,P0299,涡轮增压器压力不足,福特蒙迪欧,88990,2025-07-07 16:56
F347,C0121,刹车压力传感器信号异常,吉利星越L,103449,2025-05-21 11:20
F348,B0081,主驾驶安全带传感器故障,奥迪A4L,61679,2024-01-05 17:24
F349,P0521,机油压力传感器电路范围故障,长城哈弗H6,133914,2025-10-25 14:53
F350,C0561,ABS系统控制模块故障,奔驰C级,25186,2024-02-21 09:02
F351,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,143038,2024-03-28 10:42
F352,B0100,空气囊控制模块故障,大众帕萨特,89183,2025-11-24 12:56
F353,P0122,节气门位置传感器电压低,本田CR-V,26375,2024-12-25 16:11
F354,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,51759,2024-06-01 16:48
F355,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,66529,2025-11-12 08:14
F356,B0200,右前安全气囊传感器故障,奥迪Q5L,63615,2024-08-26 10:14
F357,P0606,ECM内部控制模块处理器故障,福特锐界,126554,2024-07-16 13:52
F358,C0051,右后轮速传感器电路故障,吉利博越,34127,2025-06-05 15:57
F359,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,105668,2024-01-20 16:33
F360,P0113,进气温度传感器电压高,奔驰E级,120804,2024-10-26 16:26
F361,P0301,1缸失火，发动机抖动,丰田卡罗拉,115540,2024-04-14 13:43
F362,C0045,右前轮速传感器故障,大众朗逸,66087,2024-10-09 16:37
F363,P0171,燃油系统过稀,本田思域,49221,2024-08-06 10:14
F364,B1234,空调压缩机不工作,比亚迪汉,52832,2024-04-10 14:53
F365,P0420,催化转化器效率低,宝马3系,43841,2024-03-26 15:56
F366,P0299,涡轮增压器压力不足,福特蒙迪欧,65331,2024-03-22 08:42
F367,C0121,刹车压力传感器信号异常,吉利星越L,25715,2024-11-05 13:01
F368,B0081,主驾驶安全带传感器故障,奥迪A4L,33543,2025-09-10 11:38
F369,P0521,机油压力传感器电路范围故障,长城哈弗H6,129076,2025-04-28 16:47
F370,C0561,ABS系统控制模块故障,奔驰C级,137671,2025-09-24 14:15
F371,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,144057,2025-04-30 16:39
F372,B0100,空气囊控制模块故障,大众帕萨特,57496,2024-06-03 11:23
F373,P0122,节气门位置传感器电压低,本田CR-V,29774,2025-08-27 12:39
F374,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,68150,2024-06-06 12:20
F375,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,20589,2024-12-07 13:00
F376,B0200,右前安全气囊传感器故障,奥迪Q5L,43795,2025-11-25 11:32
F377,P0606,ECM内部控制模块处理器故障,福特锐界,39369,2024-12-27 11:18
F378,C0051,右后轮速传感器电路故障,吉利博越,68406,2024-10-07 12:29
F379,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,36819,2024-10-18 09:26
F380,P0113,进气温度传感器电压高,奔驰E级,81271,2025-12-08 17:09
F381,P0301,1缸失火，发动机抖动,丰田卡罗拉,40883,2025-04-28 09:53
F382,C0045,右前轮速传感器故障,大众朗逸,116977,2025-12-18 12:21
F383,P0171,燃油系统过稀,本田思域,81155,2025-12-02 11:30
F384,B1234,空调压缩机不工作,比亚迪汉,52021,2025-07-09 08:07
F385,P0420,催化转化器效率低,宝马3系,138417,2024-06-04 15:40
F386,P0299,涡轮增压器压力不足,福特蒙迪欧,101131,2024-10-01 14:05
F387,C0121,刹车压力传感器信号异常,吉利星越L,64942,2024-06-19 12:15
F388,B0081,主驾驶安全带传感器故障,奥迪A4L,100634,2024-12-28 16:21
F389,P0521,机油压力传感器电路范围故障,长城哈弗H6,51911,2025-03-31 15:25
F390,C0561,ABS系统控制模块故障,奔驰C级,149205,2025-03-04 16:57
F391,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,118692,2025-01-09 08:49
F392,B0100,空气囊控制模块故障,大众帕萨特,86220,2025-05-23 10:26
F393,P0122,节气门位置传感器电压低,本田CR-V,84301,2024-06-03 17:42
F394,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,149556,2025-02-16 14:00
F395,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,24124,2025-08-04 16:11
F396,B0200,右前安全气囊传感器故障,奥迪Q5L,89268,2025-06-05 12:41
F397,P0606,ECM内部控制模块处理器故障,福特锐界,53749,2024-11-23 10:20
F398,C0051,右后轮速传感器电路故障,吉利博越,49565,2024-09-25 11:34
F399,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,66226,2025-08-09 09:02
F400,P0113,进气温度传感器电压高,奔驰E级,132438,2025-10-18 08:59
F401,P0301,1缸失火，发动机抖动,丰田卡罗拉,32711,2024-04-02 15:59
F402,C0045,右前轮速传感器故障,大众朗逸,43133,2025-08-31 17:15
F403,P0171,燃油系统过稀,本田思域,137969,2024-12-21 14:23
F404,B1234,空调压缩机不工作,比亚迪汉,143150,2024-06-19 10:10
F405,P0420,催化转化器效率低,宝马3系,61561,2024-08-16 13:49
F406,P0299,涡轮增压器压力不足,福特蒙迪欧,141523,2024-12-25 11:55
F407,C0121,刹车压力传感器信号异常,吉利星越L,49991,2024-02-28 17:55
F408,B0081,主驾驶安全带传感器故障,奥迪A4L,43785,2024-09-19 14:08
F409,P0521,机油压力传感器电路范围故障,长城哈弗H6,33241,2025-01-11 10:29
F410,C0561,ABS系统控制模块故障,奔驰C级,146311,2024-11-28 11:42
F411,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,52960,2025-02-13 12:44
F412,B0100,空气囊控制模块故障,大众帕萨特,34732,2024-01-23 14:46
F413,P0122,节气门位置传感器电压低,本田CR-V,126828,2025-07-27 12:35
F414,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,104067,2025-09-29 15:32
F415,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,145954,2025-01-14 13:26
F416,B0200,右前安全气囊传感器故障,奥迪Q5L,127767,2025-06-28 16:20
F417,P0606,ECM内部控制模块处理器故障,福特锐界,33885,2025-11-11 14:52
F418,C0051,右后轮速传感器电路故障,吉利博越,111556,2025-08-22 10:04
F419,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,119622,2025-12-11 16:34
F420,P0113,进气温度传感器电压高,奔驰E级,77233,2025-08-20 14:22
F421,P0301,1缸失火，发动机抖动,丰田卡罗拉,138634,2025-06-10 15:42
F422,C0045,右前轮速传感器故障,大众朗逸,33554,2025-02-15 16:59
F423,P0171,燃油系统过稀,本田思域,54151,2024-03-20 15:45
F424,B1234,空调压缩机不工作,比亚迪汉,139165,2025-11-20 17:58
F425,P0420,催化转化器效率低,宝马3系,132977,2024-05-27 11:14
F426,P0299,涡轮增压器压力不足,福特蒙迪欧,85686,2024-07-22 08:06
F427,C0121,刹车压力传感器信号异常,吉利星越L,46158,2024-04-22 08:21
F428,B0081,主驾驶安全带传感器故障,奥迪A4L,22792,2025-07-21 10:03
F429,P0521,机油压力传感器电路范围故障,长城哈弗H6,37925,2024-11-12 17:22
F430,C0561,ABS系统控制模块故障,奔驰C级,38756,2025-04-08 17:09
F431,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,93328,2025-01-19 13:54
F432,B0100,空气囊控制模块故障,大众帕萨特,126887,2024-08-26 16:21
F433,P0122,节气门位置传感器电压低,本田CR-V,102965,2025-06-02 08:45
F434,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,140544,2024-02-15 10:37
F435,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,38384,2025-02-21 15:57
F436,B0200,右前安全气囊传感器故障,奥迪Q5L,108513,2024-03-15 15:17
F437,P0606,ECM内部控制模块处理器故障,福特锐界,26539,2024-12-13 17:48
F438,C0051,右后轮速传感器电路故障,吉利博越,118477,2024-10-25 08:12
F439,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,117374,2025-02-02 09:08
F440,P0113,进气温度传感器电压高,奔驰E级,137678,2025-10-06 11:13
F441,P0301,1缸失火，发动机抖动,丰田卡罗拉,124122,2024-05-07 17:36
F442,C0045,右前轮速传感器故障,大众朗逸,90460,2024-05-21 10:00
F443,P0171,燃油系统过稀,本田思域,96656,2025-04-29 08:18
F444,B1234,空调压缩机不工作,比亚迪汉,113785,2024-09-16 15:37
F445,P0420,催化转化器效率低,宝马3系,39682,2024-04-29 15:36
F446,P0299,涡轮增压器压力不足,福特蒙迪欧,38557,2024-03-06 16:08
F447,C0121,刹车压力传感器信号异常,吉利星越L,110590,2025-02-20 16:24
F448,B0081,主驾驶安全带传感器故障,奥迪A4L,63450,2025-02-26 12:09
F449,P0521,机油压力传感器电路范围故障,长城哈弗H6,56336,2024-08-03 09:54
F450,C0561,ABS系统控制模块故障,奔驰C级,123056,2025-09-25 17:34
F451,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,73231,2025-06-27 13:46
F452,B0100,空气囊控制模块故障,大众帕萨特,145933,2025-01-13 15:08
F453,P0122,节气门位置传感器电压低,本田CR-V,133140,2024-01-16 17:53
F454,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,131761,2024-11-13 15:27
F455,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,149083,2024-04-02 09:38
F456,B0200,右前安全气囊传感器故障,奥迪Q5L,60659,2024-11-25 10:46
F457,P0606,ECM内部控制模块处理器故障,福特锐界,77201,2025-08-11 11:09
F458,C0051,右后轮速传感器电路故障,吉利博越,43914,2025-12-08 14:41
F459,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,86376,2025-09-20 09:14
F460,P0113,进气温度传感器电压高,奔驰E级,66649,2025-05-22 12:56
F461,P0301,1缸失火，发动机抖动,丰田卡罗拉,24108,2024-06-12 09:56
F462,C0045,右前轮速传感器故障,大众朗逸,91824,2025-08-26 14:54
F463,P0171,燃油系统过稀,本田思域,111788,2025-05-13 12:36
F464,B1234,空调压缩机不工作,比亚迪汉,98669,2024-06-13 08:25
F465,P0420,催化转化器效率低,宝马3系,143842,2025-05-07 12:22
F466,P0299,涡轮增压器压力不足,福特蒙迪欧,104046,2024-05-16 14:58
F467,C0121,刹车压力传感器信号异常,吉利星越L,106480,2025-07-10 15:59
F468,B0081,主驾驶安全带传感器故障,奥迪A4L,94398,2024-09-17 10:23
F469,P0521,机油压力传感器电路范围故障,长城哈弗H6,55801,2025-10-26 11:48
F470,C0561,ABS系统控制模块故障,奔驰C级,111915,2025-03-01 09:27
F471,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,73512,2025-12-20 12:31
F472,B0100,空气囊控制模块故障,大众帕萨特,54175,2024-04-20 17:01
F473,P0122,节气门位置传感器电压低,本田CR-V,64656,2024-12-05 15:58
F474,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,101793,2024-12-24 10:09
F475,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,112553,2024-03-29 14:59
F476,B0200,右前安全气囊传感器故障,奥迪Q5L,56325,2025-03-06 16:47
F477,P0606,ECM内部控制模块处理器故障,福特锐界,83296,2025-06-12 16:57
F478,C0051,右后轮速传感器电路故障,吉利博越,127213,2024-02-18 08:31
F479,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,108394,2025-02-13 14:31
F480,P0113,进气温度传感器电压高,奔驰E级,148230,2024-05-06 14:25
F481,P0301,1缸失火，发动机抖动,丰田卡罗拉,96460,2024-07-04 09:32
F482,C0045,右前轮速传感器故障,大众朗逸,45636,2025-08-06 08:26
F483,P0171,燃油系统过稀,本田思域,125085,2024-05-24 10:28
F484,B1234,空调压缩机不工作,比亚迪汉,87088,2024-12-27 12:58
F485,P0420,催化转化器效率低,宝马3系,92645,2024-12-17 11:54
F486,P0299,涡轮增压器压力不足,福特蒙迪欧,141133,2025-06-26 15:55
F487,C0121,刹车压力传感器信号异常,吉利星越L,49525,2024-08-22 15:42
F488,B0081,主驾驶安全带传感器故障,奥迪A4L,31879,2024-09-08 17:54
F489,P0521,机油压力传感器电路范围故障,长城哈弗H6,67743,2025-01-15 12:09
F490,C0561,ABS系统控制模块故障,奔驰C级,114418,2024-10-29 08:02
F491,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,59022,2024-03-30 16:40
F492,B0100,空气囊控制模块故障,大众帕萨特,34261,2024-11-25 16:10
F493,P0122,节气门位置传感器电压低,本田CR-V,77627,2024-08-27 09:47
F494,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,33117,2024-08-29 09:20
F495,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,136296,2024-04-26 17:34
F496,B0200,右前安全气囊传感器故障,奥迪Q5L,108575,2025-05-12 09:21
F497,P0606,ECM内部控制模块处理器故障,福特锐界,47207,2025-12-25 12:32
F498,C0051,右后轮速传感器电路故障,吉利博越,26026,2024-12-09 14:20
F499,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,117526,2025-06-30 17:44
F500,P0113,进气温度传感器电压高,奔驰E级,54176,2025-05-02 11:44
F501,P0301,1缸失火，发动机抖动,丰田卡罗拉,91656,2025-04-20 14:46
F502,C0045,右前轮速传感器故障,大众朗逸,137959,2025-08-20 17:03
F503,P0171,燃油系统过稀,本田思域,94975,2025-08-03 13:11
F504,B1234,空调压缩机不工作,比亚迪汉,100088,2025-09-02 13:41
F505,P0420,催化转化器效率低,宝马3系,29980,2025-12-22 12:32
F506,P0299,涡轮增压器压力不足,福特蒙迪欧,123128,2025-05-16 12:35
F507,C0121,刹车压力传感器信号异常,吉利星越L,51574,2025-09-12 17:04
F508,B0081,主驾驶安全带传感器故障,奥迪A4L,117426,2025-12-29 16:07
F509,P0521,机油压力传感器电路范围故障,长城哈弗H6,73822,2025-12-05 14:08
F510,C0561,ABS系统控制模块故障,奔驰C级,138421,2025-11-02 08:00
F511,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,95810,2024-02-14 17:58
F512,B0100,空气囊控制模块故障,大众帕萨特,64434,2025-01-03 13:43
F513,P0122,节气门位置传感器电压低,本田CR-V,117119,2024-04-08 08:57
F514,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,69238,2025-10-03 14:13
F515,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,69252,2024-11-18 13:34
F516,B0200,右前安全气囊传感器故障,奥迪Q5L,38871,2025-08-09 15:44
F517,P0606,ECM内部控制模块处理器故障,福特锐界,95128,2025-03-05 17:51
F518,C0051,右后轮速传感器电路故障,吉利博越,38195,2024-12-09 09:10
F519,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,83416,2025-12-14 12:37
F520,P0113,进气温度传感器电压高,奔驰E级,87368,2025-02-15 09:18
F521,P0301,1缸失火，发动机抖动,丰田卡罗拉,127757,2024-05-24 10:17
F522,C0045,右前轮速传感器故障,大众朗逸,148193,2025-01-19 12:56
F523,P0171,燃油系统过稀,本田思域,144912,2024-04-18 12:41
F524,B1234,空调压缩机不工作,比亚迪汉,141855,2024-05-15 11:20
F525,P0420,催化转化器效率低,宝马3系,128850,2025-10-01 16:34
F526,P0299,涡轮增压器压力不足,福特蒙迪欧,112651,2024-04-04 17:22
F527,C0121,刹车压力传感器信号异常,吉利星越L,92484,2024-09-09 17:45
F528,B0081,主驾驶安全带传感器故障,奥迪A4L,33336,2025-12-23 14:45
F529,P0521,机油压力传感器电路范围故障,长城哈弗H6,58569,2024-04-18 08:08
F530,C0561,ABS系统控制模块故障,奔驰C级,32411,2024-01-16 17:35
F531,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,93806,2024-05-15 13:44
F532,B0100,空气囊控制模块故障,大众帕萨特,95557,2024-09-03 12:43
F533,P0122,节气门位置传感器电压低,本田CR-V,77413,2024-10-08 11:47
F534,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,74687,2024-07-21 09:25
F535,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,65533,2024-12-23 15:17
F536,B0200,右前安全气囊传感器故障,奥迪Q5L,33288,2025-11-28 10:04
F537,P0606,ECM内部控制模块处理器故障,福特锐界,25218,2024-07-08 14:39
F538,C0051,右后轮速传感器电路故障,吉利博越,20734,2024-10-10 16:12
F539,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,27715,2024-03-27 09:23
F540,P0113,进气温度传感器电压高,奔驰E级,93357,2024-12-16 10:53
F541,P0301,1缸失火，发动机抖动,丰田卡罗拉,24133,2025-02-17 17:57
F542,C0045,右前轮速传感器故障,大众朗逸,55481,2024-02-06 14:38
F543,P0171,燃油系统过稀,本田思域,138153,2025-12-17 13:08
F544,B1234,空调压缩机不工作,比亚迪汉,52198,2024-06-04 10:56
F545,P0420,催化转化器效率低,宝马3系,128361,2025-02-17 08:06
F546,P0299,涡轮增压器压力不足,福特蒙迪欧,35687,2025-02-24 17:56
F547,C0121,刹车压力传感器信号异常,吉利星越L,91641,2024-02-25 08:16
F548,B0081,主驾驶安全带传感器故障,奥迪A4L,29999,2024-06-13 17:15
F549,P0521,机油压力传感器电路范围故障,长城哈弗H6,47028,2025-12-26 12:21
F550,C0561,ABS系统控制模块故障,奔驰C级,93291,2024-03-21 17:42
F551,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,22522,2024-09-09 09:02
F552,B0100,空气囊控制模块故障,大众帕萨特,62198,2024-07-12 13:13
F553,P0122,节气门位置传感器电压低,本田CR-V,114099,2024-08-19 14:37
F554,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,61212,2025-04-11 12:15
F555,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,51705,2024-08-15 11:32
F556,B0200,右前安全气囊传感器故障,奥迪Q5L,117093,2024-02-23 11:35
F557,P0606,ECM内部控制模块处理器故障,福特锐界,52903,2024-10-26 11:25
F558,C0051,右后轮速传感器电路故障,吉利博越,144144,2025-05-20 16:58
F559,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,141266,2024-12-07 16:14
